city_state,id_num,population,crime_rate,rental_rate,walk_score
"Montecito, California",474,8610.0,46.36,2477.6,44.5
"Monterey, California",475,28751.0,43.7,2477.6,54.0
"Monterey Park, California",476,61099.0,28.0,2477.6,63.0
"Monterey Park Tract, California",477,247.0,46.36,2477.6,44.5
"Monte Rio, California",478,1016.0,46.36,2477.6,44.5
"Monte Sereno, California",479,3594.0,5.3,2477.6,44.5
"Montgomery Creek, California",480,116.0,46.36,2477.6,44.5
"Monument Hills, California",481,1751.0,46.36,2477.6,44.5
"Moorpark, California",482,37114.0,7.9,2477.6,30.0
"Morada, California",483,3722.0,46.36,2477.6,44.5
"Moraga, California",484,17925.0,5.9,2477.6,44.5
"Moreno Valley, California",485,212252.0,33.2,2477.6,32.0
"Morgan Hill, California",486,46581.0,17.2,2477.6,30.0
"Morongo Valley, California",487,3000.0,46.36,2477.6,44.5
"Morro Bay, California",488,10712.0,16.0,2477.6,44.5
"Moskowite Corner, California",489,165.0,46.36,2477.6,44.5
"Moss Beach, California",490,4422.0,46.36,2477.6,44.5
"Moss Landing, California",491,-1.0,46.36,2477.6,44.5
"Mountain Center, California",492,-2.0,46.36,2477.6,44.5
"Mountain Gate, California",493,735.0,46.36,2477.6,44.5
"Mountain House, California",494,19438.0,46.36,2477.6,44.5
"Mountain Mesa, California",495,1166.0,46.36,2477.6,44.5
"Mountain Ranch, California",496,1028.0,46.36,2477.6,44.5
"Mountain View, California",497,43184.0,27.4,2477.6,65.0
"Mountain View Acres, California",498,4347.0,46.36,2477.6,44.5
"Mount Hebron, California",499,80.0,46.36,2477.6,44.5
"Mount Hermon, California",500,1111.0,46.36,2477.6,44.5
"Mount Laguna, California",501,40.0,46.36,2477.6,44.5
"Mount Shasta, California",502,3219.0,17.6,2477.6,44.5
"Muir Beach, California",503,265.0,46.36,2477.6,44.5
"Murphys, California",504,2092.0,46.36,2477.6,44.5
"Murrieta, California",505,117345.0,13.1,2477.6,27.0
"Muscoy, California",506,13850.0,46.36,2477.6,44.5
"Myers Flat, California",507,18.0,46.36,2477.6,44.5
"Myrtletown, California",508,5524.0,46.36,2477.6,44.5
"Napa, California",509,80949.0,18.8,2477.6,42.0
"National City, California",510,62301.0,23.8,2477.6,66.0
"Needles, California",511,4987.0,51.9,2477.6,44.5
"Nevada City, California",512,3146.0,39.7,2477.6,44.5
"Newark, California",513,47862.0,29.3,2477.6,54.0
"Newcastle, California",514,1283.0,46.36,2477.6,44.5
"New Cuyama, California",515,757.0,46.36,2477.6,44.5
"Newell, California",516,308.0,46.36,2477.6,44.5
"Newman, California",517,11626.0,13.3,2477.6,44.5
"New Pine Creek, California",518,50.0,46.36,2477.6,44.5
"Newport Beach, California",519,87504.0,25.5,2477.6,47.0
"Nicasio, California",520,145.0,46.36,2477.6,44.5
"Nice, California",521,2483.0,46.36,2477.6,44.5
"Nicolaus, California",522,176.0,46.36,2477.6,44.5
"Niland, California",523,387.0,46.36,2477.6,44.5
"Nipinnawasee, California",524,210.0,46.36,2477.6,44.5
"Nipomo, California",525,17499.0,46.36,2477.6,24.0
"Norco, California",526,26535.0,27.6,2477.6,22.0
"Nord, California",527,404.0,46.36,2477.6,44.5
"Norris Canyon, California",528,1035.0,46.36,2477.6,44.5
"North Auburn, California",529,14398.0,46.36,2477.6,44.5
"North Edwards, California",530,793.0,46.36,2477.6,44.5
"North El Monte, California",531,3903.0,46.36,2477.6,44.5
"North Fair Oaks, California",532,14951.0,46.36,2477.6,44.5
"North Gate, California",533,668.0,46.36,2477.6,44.5
"North Highlands, California",534,50086.0,46.36,2477.6,48.0
"North Lakeport, California",535,2925.0,46.36,2477.6,44.5
"North Richmond, California",536,4454.0,46.36,2477.6,44.5
"North San Juan, California",537,332.0,46.36,2477.6,44.5
"North Shore, California",538,3555.0,46.36,2477.6,44.5
"North Tustin, California",539,25545.0,46.36,2477.6,23.0
"Norwalk, California",540,106340.0,22.6,2477.6,60.0
"Novato, California",541,57488.0,15.4,2477.6,33.0
"Nubieber, California",542,21.0,46.36,2477.6,44.5
"Nuevo, California",543,8067.0,46.36,2477.6,44.5
"Oakdale, California",544,23500.0,25.7,2477.6,50.0
"Oak Glen, California",545,494.0,46.36,2477.6,44.5
"Oak Hills, California",546,11035.0,46.36,2477.6,44.5
"Oakhurst, California",547,3407.0,46.36,2477.6,44.5
"Oakland, California",548,434328.0,66.6,2477.6,74.0
"Oakley, California",549,43346.0,12.9,2477.6,25.0
"Oak Park, California",550,14268.0,46.36,2477.6,44.5
"Oak Shores, California",551,337.0,46.36,2477.6,44.5
"Oak View, California",552,4798.0,46.36,2477.6,44.5
"Oakville, California",553,148.0,46.36,2477.6,44.5
"Oasis, California",554,2279.0,46.36,2477.6,44.5
"Occidental, California",555,688.0,46.36,2477.6,44.5
"Oceano, California",556,7761.0,46.36,2477.6,44.5
"Oceanside, California",557,179604.0,25.4,2477.6,36.0
"Ocotillo, California",558,37.0,46.36,2477.6,44.5
"Oildale, California",559,35521.0,46.36,2477.6,44.0
"Ojai, California",560,7592.0,9.7,2477.6,44.5
"Olancha, California",561,198.0,46.36,2477.6,44.5
"Old Fig Garden, California",562,5815.0,46.36,2477.6,44.5
"Old Station, California",563,61.0,46.36,2477.6,44.5
"Olivehurst, California",564,13515.0,46.36,2477.6,44.5
"Ontario, California",565,176770.0,29.6,2477.6,46.0
"Onyx, California",566,776.0,46.36,2477.6,44.5
"Pleasure Point, California",567,6768.0,46.36,2477.6,44.5
"Orange, California",568,142371.0,18.7,2477.6,51.0
"Orange Cove, California",569,10259.0,12.3,2477.6,44.5
"Orangevale, California",570,35193.0,46.36,2477.6,32.0
"Orcutt, California",571,31340.0,46.36,2477.6,23.0
"Orick, California",572,318.0,46.36,2477.6,44.5
"Orinda, California",573,20195.0,5.9,2477.6,9.0
"Orland, California",574,7738.0,19.0,2477.6,44.5
"Orosi, California",575,7386.0,46.36,2477.6,44.5
"Oroville, California",576,20504.0,57.0,2477.6,44.5
"Oroville East, California",577,6790.0,46.36,2477.6,44.5
"Oxnard, California",578,213221.0,27.7,2477.6,55.0
"Pacheco, California",579,4643.0,46.36,2477.6,44.5
"Pacifica, California",580,40013.0,12.0,2477.6,40.0
"Pacific Grove, California",581,15857.0,21.2,2477.6,44.5
"Pajaro, California",582,3910.0,46.36,2477.6,44.5
"Pajaro Dunes, California",583,276.0,46.36,2477.6,44.5
"Palermo, California",584,6044.0,46.36,2477.6,44.5
"Palmdale, California",585,161308.0,19.2,2477.6,24.0
"Palm Desert, California",586,53473.0,38.8,2477.6,27.0
"Palm Springs, California",587,48479.0,48.4,2477.6,35.0
"Palo Alto, California",588,68669.0,23.5,2477.6,60.0
"Palo Cedro, California",589,1280.0,46.36,2477.6,44.5
"Palos Verdes Estates, California",590,13584.0,8.1,2477.6,44.5
"Palo Verde, California",591,71.0,46.36,2477.6,44.5
"Panorama Heights, California",592,35.0,46.36,2477.6,44.5
"Paradise, California",593,12305.0,12.9,2477.6,20.0
"Paradise Park, California",594,583.0,46.36,2477.6,44.5
"Paramount, California",595,55110.0,31.9,2477.6,63.0
"Parklawn, California",596,1282.0,46.36,2477.6,44.5
"Parksdale, California",597,2651.0,46.36,2477.6,44.5
"Parkway, California",598,16674.0,46.36,2477.6,44.5
"Parkwood, California",599,2186.0,46.36,2477.6,44.5
"Parlier, California",600,15633.0,29.0,2477.6,44.5
"Pasadena, California",601,143155.0,24.2,2477.6,69.0
"Pasatiempo, California",602,1019.0,46.36,2477.6,44.5
"Paskenta, California",603,102.0,46.36,2477.6,44.5
"Patterson, California",604,22756.0,19.7,2477.6,41.0
"Patterson Tract, California",605,2388.0,46.36,2477.6,44.5
"Patton Village, California",606,615.0,46.36,2477.6,44.5
"Paxton, California",607,0.0,46.36,2477.6,44.5
"Paynes Creek, California",608,66.0,46.36,2477.6,44.5
"Pearsonville, California",609,29.0,46.36,2477.6,44.5
"Pedley, California",610,4579.0,46.36,2477.6,44.5
"Penngrove, California",611,2959.0,46.36,2477.6,44.5
"Penn Valley, California",612,1726.0,46.36,2477.6,44.5
"Penryn, California",613,976.0,46.36,2477.6,44.5
"Perris, California",614,80922.0,27.9,2477.6,24.0
"Pescadero, California",615,447.0,46.36,2477.6,44.5
"Petaluma, California",616,62000.0,17.7,2477.6,47.0
"Peters, California",617,478.0,46.36,2477.6,44.5
"Phelan, California",618,16126.0,46.36,2477.6,44.5
"Phillipsville, California",619,53.0,46.36,2477.6,44.5
"Philo, California",620,193.0,46.36,2477.6,44.5
"Phoenix Lake, California",621,4545.0,46.36,2477.6,44.5
"Pico Rivera, California",622,63689.0,21.8,2477.6,58.0
"Piedmont, California",623,11607.0,18.8,2477.6,44.5
"Pierpoint, California",624,13.0,46.36,2477.6,44.5
"Pike, California",625,119.0,46.36,2477.6,44.5
"Pine Canyon, California",626,2165.0,46.36,2477.6,44.5
"Pine Flat, California",627,160.0,46.36,2477.6,44.5
"Pine Grove, California",628,1504.0,46.36,2477.6,44.5
"Pine Hills, California",629,3543.0,46.36,2477.6,44.5
"Pine Mountain Club, California",630,1843.0,46.36,2477.6,44.5
"Pine Mountain Lake, California",631,2513.0,46.36,2477.6,44.5
"Pine Valley, California",632,2063.0,46.36,2477.6,44.5
"Pinole, California",633,19552.0,41.9,2477.6,41.0
"Pi?on Hills, California",634,8158.0,46.36,2477.6,44.5
"Pioneer, California",635,1478.0,46.36,2477.6,44.5
"Piru, California",636,2077.0,46.36,2477.6,44.5
"Pismo Beach, California",637,8237.0,56.3,2477.6,44.5
"Pittsburg, California",638,73686.0,28.6,2477.6,34.0
"Pixley, California",639,4084.0,46.36,2477.6,44.5
"Placentia, California",640,53170.0,19.6,2477.6,50.0
"Placerville, California",641,10966.0,30.1,2477.6,44.5
"Plainview, California",642,855.0,46.36,2477.6,44.5
"Planada, California",643,4444.0,46.36,2477.6,44.5
"Pleasant Hill, California",644,35519.0,46.6,2477.6,51.0
"Pleasanton, California",645,85138.0,18.3,2477.6,40.0
"Plumas Eureka, California",646,396.0,46.36,2477.6,44.5
"Plumas Lake, California",647,7941.0,46.36,2477.6,44.5
"Plymouth, California",648,909.0,46.36,2477.6,44.5
"Point Arena, California",649,415.0,46.36,2477.6,44.5
"Point Reyes Station, California",650,169.0,46.36,2477.6,44.5
"Pollock Pines, California",651,7061.0,46.36,2477.6,44.5
"Pomona, California",652,153904.0,36.3,2477.6,52.0
"Ponderosa, California",653,-3.0,46.36,2477.6,44.5
"Poplar-Cotton Center, California",654,2787.0,46.36,2477.6,44.5
"Port Costa, California",655,184.0,46.36,2477.6,44.5
"Porterville, California",656,61775.0,29.8,2477.6,40.0
"Port Hueneme, California",657,22412.0,21.5,2477.6,58.0
"Portola, California",658,1526.0,46.36,2477.6,44.5
"Portola Valley, California",659,4714.0,46.36,2477.6,44.5
"Posey, California",660,2.0,46.36,2477.6,44.5
"Poso Park, California",661,6.0,46.36,2477.6,44.5
"Potrero, California",662,357.0,46.36,2477.6,44.5
"Potter Valley, California",663,249.0,46.36,2477.6,44.5
"Poway, California",664,50810.0,11.4,2477.6,29.0
"Prattville, California",665,22.0,46.36,2477.6,44.5
"Princeton, California",666,343.0,46.36,2477.6,44.5
"Proberta, California",667,175.0,46.36,2477.6,44.5
"Prunedale, California",668,20481.0,46.36,2477.6,5.0
"Quartz Hill, California",669,9923.0,46.36,2477.6,44.5
"Quincy, California",670,2030.0,46.36,2477.6,44.5
"Rackerby, California",671,144.0,46.36,2477.6,44.5
"Rail Road Flat, California",672,203.0,46.36,2477.6,44.5
"Rainbow, California",673,2119.0,46.36,2477.6,44.5
"Raisin City, California",674,376.0,46.36,2477.6,44.5
"Ramona, California",675,21251.0,46.36,2477.6,31.0
"Rancho Calaveras, California",676,7044.0,46.36,2477.6,44.5
"Rancho Cordova, California",677,75210.0,22.2,2477.6,41.0
"Rancho Cucamonga, California",678,181384.0,23.1,2477.6,40.0
"Rancho Mirage, California",679,18609.0,39.6,2477.6,16.0
"Rancho Murieta, California",680,5259.0,46.36,2477.6,44.5
"Rancho Palos Verdes, California",681,42638.0,9.9,2477.6,28.0
"Rancho San Diego, California",682,22114.0,46.36,2477.6,22.0
"Rancho Santa Fe, California",683,2409.0,46.36,2477.6,44.5
"Rancho Santa Margarita, California",684,49405.0,7.4,2477.6,33.0
"Rancho Tehama Reserve, California",685,2326.0,46.36,2477.6,44.5
"Randsburg, California",686,164.0,46.36,2477.6,44.5
"Red Bluff, California",687,14224.0,61.8,2477.6,44.5
"Red Corral, California",688,1895.0,46.36,2477.6,44.5
"Redcrest, California",689,20.0,46.36,2477.6,44.5
"Redding, California",690,92264.0,44.0,2477.6,26.0
"Redlands, California",691,71833.0,38.3,2477.6,39.0
"Redondo Beach, California",692,68375.0,23.9,2477.6,74.0
"Redway, California",693,1416.0,46.36,2477.6,44.5
"Redwood City, California",694,88864.0,16.2,2477.6,61.0
"Redwood Valley, California",695,1869.0,46.36,2477.6,44.5
"Reedley, California",696,26238.0,15.3,2477.6,50.0
"Reliez Valley, California",697,3900.0,46.36,2477.6,44.5
"Rialto, California",698,104413.0,46.36,2477.6,39.0
"Richfield, California",699,272.0,46.36,2477.6,44.5
"Richgrove, California",700,2697.0,46.36,2477.6,44.5
"Richmond, California",701,112256.0,48.6,2477.6,57.0
"Richvale, California",702,128.0,46.36,2477.6,44.5
"Ridgecrest, California",703,29304.0,23.1,2477.6,33.0
"Ridgemark, California",704,2738.0,46.36,2477.6,44.5
"Rio Dell, California",705,3400.0,20.2,2477.6,44.5
"Rio del Mar, California",706,9800.0,46.36,2477.6,44.5
"Rio Linda, California",707,16011.0,46.36,2477.6,44.5
"Rio Oso, California",708,445.0,46.36,2477.6,44.5
"Rio Vista, California",709,9261.0,15.0,2477.6,44.5
"Ripley, California",710,368.0,46.36,2477.6,44.5
"Ripon, California",711,16047.0,14.8,2477.6,44.5
"Riverbank, California",712,25198.0,18.8,2477.6,36.0
"Riverdale, California",713,3940.0,46.36,2477.6,44.5
"Riverdale Park, California",714,1082.0,46.36,2477.6,44.5
"River Pines, California",715,487.0,46.36,2477.6,44.5
"Riverside, California",716,333020.0,36.0,2231.7,42.0
"Robbins, California",717,320.0,46.36,2477.6,44.5
"Robinson Mill, California",718,-25.0,46.36,2477.6,44.5
"Rocklin, California",719,66425.0,15.2,2477.6,32.0
"Rodeo, California",720,10857.0,46.36,2477.6,44.5
"Rodriguez Camp, California",721,49.0,46.36,2477.6,44.5
"Rohnert Park, California",722,43380.0,22.4,2477.6,42.0
"Rolling Hills, California",723,1157.0,2.7,2477.6,44.5
"Rolling Hills Estates, California",724,8279.0,14.1,2477.6,44.5
"Rollingwood, California",725,3474.0,46.36,2477.6,44.5
"Romoland, California",726,2450.0,46.36,2477.6,44.5
"Rosamond, California",727,21512.0,46.36,2477.6,18.0
"Rosedale, California",728,17804.0,46.36,2477.6,44.5
"Rose Hills, California",729,2755.0,46.36,2477.6,44.5
"Roseland, California",730,4960.0,46.36,2477.6,44.5
"Rosemead, California",731,54832.0,26.9,2477.6,64.0
"Rosemont, California",732,23862.0,46.36,2477.6,40.0
"Roseville, California",733,140311.0,25.8,2477.6,36.0
"Ross, California",734,2451.0,10.1,2477.6,44.5
"Rossmoor, California",735,11350.0,46.36,2477.6,44.5
"Rough and Ready, California",736,826.0,46.36,2477.6,44.5
"Round Mountain, California",737,100.0,46.36,2477.6,44.5
"Round Valley, California",738,579.0,46.36,2477.6,44.5
"Rouse, California",739,2318.0,46.36,2477.6,44.5
"Rowland Heights, California",740,50200.0,46.36,2477.6,43.0
"Rubidoux, California",741,43994.0,46.36,2477.6,30.0
"Running Springs, California",742,3984.0,46.36,2477.6,44.5
"Ruth, California",743,184.0,46.36,2477.6,44.5
"Rutherford, California",744,67.0,46.36,2477.6,44.5
"Sacramento, California",745,508328.0,37.0,2091.7,45.0
"St. Helena, California",746,6169.0,9.0,2477.6,44.5
"Salida, California",747,14007.0,46.36,2477.6,44.5
"Salinas, California",748,160411.0,33.3,2477.6,47.0
"Salmon Creek, California",749,5.0,46.36,2477.6,44.5
"Salton City, California",750,7517.0,46.36,2477.6,44.5
"Salton Sea Beach, California",751,358.0,46.36,2477.6,44.5
"Samoa, California",752,194.0,46.36,2477.6,44.5
"San Andreas, California",753,3210.0,46.36,2477.6,44.5
"San Anselmo, California",754,12740.0,46.36,2477.6,44.5
"San Antonio Heights, California",755,2665.0,46.36,2477.6,44.5
"San Ardo, California",756,612.0,46.36,2477.6,44.5
"San Bernardino, California",757,218136.0,54.7,2477.6,43.0
"San Bruno, California",758,44242.0,25.4,2477.6,52.0
"San Buenaventura (Ventura), California",759,112003.0,46.36,2477.6,46.0
"San Carlos, California",760,30925.0,46.36,2477.6,45.0
"San Clemente, California",761,66817.0,15.5,2477.6,34.0
"Sand City, California",762,354.0,301.3,2477.6,44.5
"San Diego, California",763,1446048.0,22.8,2473.5,51.0
"San Diego Country Estates, California",764,10479.0,46.36,2477.6,44.5
"San Dimas, California",765,34470.0,24.1,2477.6,35.0
"San Fernando, California",766,24958.0,16.6,2477.6,78.0
"San Francisco, California",767,899932.0,62.3,3127.2,87.0
"San Gabriel, California",768,40487.0,20.4,2477.6,73.0
"Sanger, California",769,25587.0,17.8,2477.6,49.0
"San Geronimo, California",770,460.0,46.36,2477.6,44.5
"San Jacinto, California",771,49823.0,32.6,2477.6,28.0
"San Joaquin, California",772,4056.0,46.36,2477.6,44.5
"San Jose, California",773,1065381.0,28.8,3364.1,49.0
"San Juan Bautista, California",774,2470.0,46.36,2477.6,44.5
"San Juan Capistrano, California",775,36743.0,12.0,2477.6,34.0
"San Leandro, California",776,92870.0,44.4,2477.6,63.0
"San Lorenzo, California",777,25992.0,46.36,2477.6,56.0
"San Lucas, California",778,559.0,46.36,2477.6,44.5
"San Luis Obispo, California",779,48012.0,41.8,2477.6,54.0
"San Marcos, California",780,100788.0,12.8,2477.6,33.0
"San Marino, California",781,13359.0,16.0,2477.6,44.5
"San Martin, California",782,7038.0,46.36,2477.6,44.5
"San Mateo, California",783,107535.0,23.1,2477.6,65.0
"San Miguel (Contra Costa County), California",784,3165.0,46.36,2477.6,44.5
"San Miguel (San Luis Obispo County), California",785,2809.0,46.36,2477.6,44.5
"San Pablo, California",786,31343.0,36.9,2477.6,70.0
"San Pasqual, California",787,1911.0,46.36,2477.6,44.5
"San Rafael, California",788,59812.0,32.9,2477.6,51.0
"San Ramon, California",789,78687.0,10.8,2477.6,24.0
"San Simeon, California",790,514.0,46.36,2477.6,44.5
"Santa Ana, California",791,337596.0,23.7,2477.6,66.0
"Santa Barbara, California",792,92807.0,29.7,2477.6,61.0
"Santa Clara, California",793,131262.0,30.7,2477.6,58.0
"Santa Clarita, California",794,218492.0,12.6,2477.6,35.0
"Santa Cruz, California",795,66636.0,50.2,2477.6,62.0
"Santa Fe Springs, California",796,18310.0,60.1,2477.6,44.5
"Santa Margarita, California",797,1192.0,46.36,2477.6,44.5
"Santa Maria, California",798,109608.0,22.5,2477.6,47.0
"Santa Monica, California",799,93600.0,59.7,2477.6,82.0
"Santa Nella, California",800,2542.0,46.36,2477.6,44.5
"Santa Paula, California",801,30747.0,18.0,2477.6,55.0
"Santa Rosa, California",802,183887.0,22.4,2477.6,44.0
"Santa Rosa Valley, California",803,3349.0,46.36,2477.6,44.5
"Santa Susana, California",804,910.0,46.36,2477.6,44.5
"Santa Venetia, California",805,4791.0,46.36,2477.6,44.5
"Santa Ynez, California",806,4255.0,46.36,2477.6,44.5
"Santee, California",807,59490.0,16.9,2477.6,33.0
"Saranap, California",808,6983.0,46.36,2477.6,44.5
"Saratoga, California",809,31432.0,8.3,2477.6,28.0
"Saticoy, California",810,1342.0,46.36,2477.6,44.5
"Sattley, California",811,88.0,46.36,2477.6,44.5
"Sausalito, California",812,7179.0,29.3,2477.6,44.5
"Scotia, California",813,608.0,46.36,2477.6,44.5
"Scotts Valley, California",814,12090.0,17.3,2477.6,44.5
"Seacliff, California",815,3372.0,46.36,2477.6,44.5
"Seal Beach, California",816,24514.0,26.3,2477.6,41.0
"Sea Ranch, California",817,1300.0,46.36,2477.6,44.5
"Searles Valley, California",818,1477.0,46.36,2477.6,44.5
"Seaside, California",819,34820.0,15.7,2477.6,51.0
"Sebastopol, California",820,7844.0,23.2,2477.6,44.5
"Seeley, California",821,1701.0,46.36,2477.6,44.5
"Selma, California",822,25351.0,38.6,2477.6,46.0
"Sequoia Crest, California",823,25.0,46.36,2477.6,44.5
"Sereno del Mar, California",824,42.0,46.36,2477.6,44.5
"Seville, California",825,580.0,46.36,2477.6,44.5
"Shackelford, California",826,2596.0,46.36,2477.6,44.5
"Shafter, California",827,19736.0,29.4,2477.6,43.0
"Shandon, California",828,1214.0,46.36,2477.6,44.5
"Shasta, California",829,1747.0,46.36,2477.6,44.5
"Shasta Lake, California",830,10185.0,46.36,2477.6,44.5
"Shaver Lake, California",831,444.0,46.36,2477.6,44.5
"Shell Ridge, California",832,1288.0,46.36,2477.6,44.5
"Shelter Cove, California",833,481.0,46.36,2477.6,44.5
"Sheridan, California",834,1297.0,46.36,2477.6,44.5
"Shingle Springs, California",835,3869.0,46.36,2477.6,44.5
